"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
214,240,"UKR","Ukraine",9,"Kherson",214,"Heniches'kyi","Raion","District",NA,"Genicheskyi"
215,240,"UKR","Ukraine",9,"Kherson",215,"Holoprystans'kyi","Raion","District",NA,"Goloprystanskyi"
216,240,"UKR","Ukraine",9,"Kherson",216,"Hornosta‹vs'kyi","Raion","District",NA,"Gornostaivskyi"
217,240,"UKR","Ukraine",9,"Kherson",217,"Ivanivs'kyi","Raion","District",NA,"Ivanivskyi-Her"
218,240,"UKR","Ukraine",9,"Kherson",218,"Kakhovs'kyi","Raion","District",NA,"Kahovskyi"
219,240,"UKR","Ukraine",9,"Kherson",219,"Kalanchats'kyi","Raion","District",NA,"Kalanchatskyi"
220,240,"UKR","Ukraine",9,"Kherson",220,"Khersons'ka","Mis'ka Rada","Mis'ka Rada",NA,"Kherson"
221,240,"UKR","Ukraine",9,"Kherson",221,"Novokahovs'ka","Mis'ka Rada","Mis'ka Rada",NA,"NovaKakhovka"
222,240,"UKR","Ukraine",9,"Kherson",222,"Novotro‹ts'kyi","Raion","District",NA,"Novotroitskyi"
223,240,"UKR","Ukraine",9,"Kherson",223,"Novovorontsovs'kyi","Raion","District",NA,"Novovorontsovskyi"
224,240,"UKR","Ukraine",9,"Kherson",224,"Nyzhn'osirohoz'kyi","Raion","District",NA,"Nyzhnyosirogizkyi"
225,240,"UKR","Ukraine",9,"Kherson",225,"Skadovs'kyi","Raion","District",NA,"Skadovskyi"
226,240,"UKR","Ukraine",9,"Kherson",226,"Tsiurupyns'kyi","Raion","District",NA,"Tsyurupinskyi"
227,240,"UKR","Ukraine",9,"Kherson",227,"Velykolepetys'kyi","Raion","District",NA,"Velykolepetynskyi"
228,240,"UKR","Ukraine",9,"Kherson",228,"Velykooleksandrivs'kyi","Raion","District",NA,"Velykooleksandriv"
229,240,"UKR","Ukraine",9,"Kherson",229,"Verkhn'orohachyts'kyi","Raion","District",NA,"Verhnyerogachytsk"
230,240,"UKR","Ukraine",9,"Kherson",230,"Vysokopil's'kyi","Raion","District",NA,"Vysokopilskyi"
231,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",231,"Bilohirs'kyi","Raion","District",NA,"Bilogirskyi"
232,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",232,"Chemerovets'kyi","Raion","District",NA,"Chemerivskyi"
233,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",233,"Derazhnians'kyi","Raion","District",NA,"Derazhnyanskyi"
234,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",234,"Dunaievets'kyi","Raion","District",NA,"Dunayivskyi"
235,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",235,"Horodots'kyi","Raion","District",NA,"Gorodotskyi-Khm"
236,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",236,"Iarmolynets'kyi","Raion","District",NA,"Yarmolynetskyi"
237,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",237,"Iziaslavs'kyi","Raion","District",NA,"Izyaslavskyi"
238,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",238,"Kamianets'-Podil's'ka","Misto","City",NA,NA
239,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",239,"Kamianets'-Podil's'kyi","Raion","District",NA,"KamyanetsPodilsky"
240,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",240,"Khmel'nyts'ka","Misto","City",NA,"Khmelnytskyi-Cit"
241,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",241,"Khmel'nyts'kyi","Raion","District",NA,"Khmelnytskyi"
242,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",242,"Krasylivs'kyi","Raion","District",NA,"Krasylivskyi"
243,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",243,"Letychivs'kyi","Raion","District",NA,"Letychivskyi"
244,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",244,"Novoushyts'kyi","Raion","District",NA,"Novoushytskyi"
245,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",245,"Polons'kyi","Raion","District",NA,"Polonyanskyi"
246,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",246,"Shepetivs'ka","Misto","City",NA,NA
247,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",247,"Shepetivs'kyi","Raion","District",NA,"Shepetivskyi"
248,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",248,"Slavuts'kyi","Raion","District",NA,"Slavutytskyi"
249,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",249,"Starokostiantynivs'kyi","Raion","District",NA,"Starokostyantyniv"
250,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",250,"Starosyniavs'kyi","Raion","District",NA,"Starosynyavskyi"
251,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",251,"Teofipol's'kyi","Raion","District",NA,"Teofipolskyi"
252,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",252,"Vin'kovets'kyi","Raion","District",NA,"Vinkivskyi"
253,240,"UKR","Ukraine",10,"Khmel'nyts'kyy",253,"Volochys'kyi","Raion","District",NA,"Volochyskyi"
254,240,"UKR","Ukraine",11,"Kiev City",254,"Darnyts'kyi","Raion","Raion",NA,"Darnytskyi"
255,240,"UKR","Ukraine",11,"Kiev City",255,"Desnians'kyi","Raion","Raion",NA,"Desnianskyi"
256,240,"UKR","Ukraine",11,"Kiev City",256,"Dniprovs'kyi","Raion","Raion",NA,"Dniprovskyi"
257,240,"UKR","Ukraine",11,"Kiev City",257,"Holosiïvs'kyi","Raion","Raion",NA,"Holosiivskyi"
258,240,"UKR","Ukraine",11,"Kiev City",258,"Obolons'kyi","Raion","Raion",NA,"Obolonskyi"
259,240,"UKR","Ukraine",11,"Kiev City",259,"Pechers'kyi","Raion","Raion",NA,"Pecherskyi"
260,240,"UKR","Ukraine",11,"Kiev City",260,"Podil's'kyi","Raion","Raion",NA,"Podilskyi"
261,240,"UKR","Ukraine",11,"Kiev City",261,"Shevchenkivs'kyi","Raion","Raion",NA,"Shevchenkivskyi"
262,240,"UKR","Ukraine",11,"Kiev City",262,"Solomians'kyi","Raion","Raion",NA,"Solomianskyi"
263,240,"UKR","Ukraine",11,"Kiev City",263,"Sviatoshyns'kyi","Raion","Raion",NA,"Sviatoshynskyi"
264,240,"UKR","Ukraine",12,"Kiev",264,"Baryshivs'kyi","Raion","District",NA,"Baryshivskyi"
265,240,"UKR","Ukraine",12,"Kiev",265,"Bilotserkivs'ka","Misto","City",NA,"BilaTserkva"
266,240,"UKR","Ukraine",12,"Kiev",266,"Bilotserkivs'kyi","Raion","District",NA,"Bilotserkovskyi"
267,240,"UKR","Ukraine",12,"Kiev",267,"Bohuslavs'kyi","Raion","District",NA,"Boguslavskyi"
268,240,"UKR","Ukraine",12,"Kiev",268,"Borodians'kyi","Raion","District",NA,"Borodyanskyi"
269,240,"UKR","Ukraine",12,"Kiev",269,"Boryspil's'ka","Mis'ka Rada","Mis'ka Rada",NA,"Boryspilskyi"
270,240,"UKR","Ukraine",12,"Kiev",270,"Brovars'ka","Misto","City",NA,NA
271,240,"UKR","Ukraine",12,"Kiev",271,"Brovars'kyi","Raion","District",NA,"Brovarskyi"
272,240,"UKR","Ukraine",12,"Kiev",272,"Fastivs'ka","Misto","City",NA,NA
273,240,"UKR","Ukraine",12,"Kiev",273,"Fastivs'kyi","Raion","District",NA,"Fastivskyi"
274,240,"UKR","Ukraine",12,"Kiev",274,"Iahotyns'kyi","Raion","District",NA,"Yagotynskyi"
275,240,"UKR","Ukraine",12,"Kiev",275,"Irpins'ka","Mis'ka Rada","Mis'ka Rada",NA,"Irpin"
276,240,"UKR","Ukraine",12,"Kiev",276,"Ivankivs'kyi","Raion","District",NA,"Ivankivskyi"
277,240,"UKR","Ukraine",12,"Kiev",277,"Kaharlyts'kyi","Raion","District",NA,"Kagarlytskyi"
278,240,"UKR","Ukraine",12,"Kiev",278,"Kyievo-Sviatoshyns'kyi","Raion","District",NA,"KyevoSvyatoshynsk"
279,240,"UKR","Ukraine",12,"Kiev",279,"Makarivs'kyi","Raion","District",NA,"Makarivskyi"
280,240,"UKR","Ukraine",12,"Kiev",280,"Myronivs'kyi","Raion","District",NA,"Myronivskyi"
281,240,"UKR","Ukraine",12,"Kiev",281,"Obukhivs'kyi","Raion","District",NA,"Obuhivskyi"
282,240,"UKR","Ukraine",12,"Kiev",282,"Pereiaslav-Khmel'nyts'ka","Misto","City",NA,NA
283,240,"UKR","Ukraine",12,"Kiev",283,"Pereiaslav-Khmel'nyts'kyi","Raion","District",NA,"PereyaslavHmelnyt"
284,240,"UKR","Ukraine",12,"Kiev",284,"Polis'kyi","Raion","District",NA,"Poliskyi-Kyi"
285,240,"UKR","Ukraine",12,"Kiev",285,"Rokytnians'kyi","Raion","District",NA,"Rokytnyanskyi"
286,240,"UKR","Ukraine",12,"Kiev",286,"Skvyrs'kyi","Raion","District",NA,"Skvyrskyi"
287,240,"UKR","Ukraine",12,"Kiev",287,"Stavyshchens'kyi","Raion","District",NA,"Stavyschenskyi"
288,240,"UKR","Ukraine",12,"Kiev",288,"Tarashchans'kyi","Raion","District",NA,"Taraschanskyi"
289,240,"UKR","Ukraine",12,"Kiev",289,"Tetiïvs'kyi","Raion","District",NA,"Tetiivskyi"
290,240,"UKR","Ukraine",12,"Kiev",290,"Vasyl'kivs'kyi","Raion","District",NA,"Vasylkivskyi"
291,240,"UKR","Ukraine",12,"Kiev",291,"Volodars'kyi","Raion","District",NA,"Volodarskyi-Kyi"
292,240,"UKR","Ukraine",12,"Kiev",292,"Vyshhorods'kyi","Raion","District",NA,"Vyshgorodskyi"
293,240,"UKR","Ukraine",12,"Kiev",293,"Zgurivs'kyi","Raion","District",NA,"Zgurivskyi"
294,240,"UKR","Ukraine",13,"Kirovohrad",294,"Bobrynets'kyi","Raion","District",NA,"Bobrynetskyi"
295,240,"UKR","Ukraine",13,"Kirovohrad",295,"Dobrovelychkivs'kyi","Raion","District",NA,"Dobrovelychkivsky"
296,240,"UKR","Ukraine",13,"Kirovohrad",296,"Dolyns'kyi","Raion","District",NA,"Dolynskyi-Krv"
297,240,"UKR","Ukraine",13,"Kirovohrad",297,"Haivorons'kyi","Raion","District",NA,"Gayvoronskyi"
298,240,"UKR","Ukraine",13,"Kirovohrad",298,"Holovanivs'kyi","Raion","District",NA,"Golovanivskyi"
299,240,"UKR","Ukraine",13,"Kirovohrad",299,"Kirovohrads'kyi","Raion","District",NA,"Kirovogradskyi"
300,240,"UKR","Ukraine",13,"Kirovohrad",300,"Kompani‹vs'kyi","Raion","District",NA,"Kompaniivskyi"
301,240,"UKR","Ukraine",13,"Kirovohrad",301,"Malovyskivs'kyi","Raion","District",NA,"Malovyskyi"
302,240,"UKR","Ukraine",13,"Kirovohrad",302,"Novhorodkivs'kyi","Raion","District",NA,"Novgorodskyi"
303,240,"UKR","Ukraine",13,"Kirovohrad",303,"Novoarkhanhel's'kyi","Raion","District",NA,"Novoarhangelskyi"
304,240,"UKR","Ukraine",13,"Kirovohrad",304,"Novomyrhorods'kyi","Raion","District",NA,"Novomyrgorodskyi"
305,240,"UKR","Ukraine",13,"Kirovohrad",305,"Novoukra‹ns'kyi","Raion","District",NA,"Novoukrainskyi"
306,240,"UKR","Ukraine",13,"Kirovohrad",306,"Oleksandriis'kyi","Raion","District",NA,"Oleksandriyskyi"
307,240,"UKR","Ukraine",13,"Kirovohrad",307,"Oleksandrivs'kyi","Raion","District",NA,"Oleksandrivskyi"
308,240,"UKR","Ukraine",13,"Kirovohrad",308,"Onufri‹vs'kyi","Raion","District",NA,"Onufriivskyi"
309,240,"UKR","Ukraine",13,"Kirovohrad",309,"Petrivs'kyi","Raion","District",NA,"Petrovskyi-Krv"
310,240,"UKR","Ukraine",13,"Kirovohrad",310,"Svitlovods'kyi","Raion","District",NA,"Svitlovodskyi-Krv"
311,240,"UKR","Ukraine",13,"Kirovohrad",311,"Ul'ianovs'kyi","Raion","District",NA,"Ulyanivskyi-Krv"
312,240,"UKR","Ukraine",13,"Kirovohrad",312,"Ustynivs'kyi","Raion","District",NA,"Ustynivskyi"
313,240,"UKR","Ukraine",13,"Kirovohrad",313,"Vil'shans'kyi","Raion","District",NA,"Vilshanskyi"
314,240,"UKR","Ukraine",13,"Kirovohrad",314,"Znamians'kyi","Raion","District",NA,"Znamyanskyi"
315,240,"UKR","Ukraine",14,"L'viv",315,"Brodivs'kyi","Raion","District",NA,"Brodivskyi"
316,240,"UKR","Ukraine",14,"L'viv",316,"Bus'kyi","Raion","District",NA,"Buskyi"
317,240,"UKR","Ukraine",14,"L'viv",317,"Chervonohrads'ka","Mis'ka Rada","Mis'ka Rada",NA,"Chervonohrad"
318,240,"UKR","Ukraine",14,"L'viv",318,"Drohobyts'ka","Mis'ka Rada","Mis'ka Rada",NA,NA
319,240,"UKR","Ukraine",14,"L'viv",319,"Drohobyts'kyi","Raion","District",NA,"Drogobytskyi"
320,240,"UKR","Ukraine",14,"L'viv",320,"Horodots'kyi","Raion","District",NA,"Gorodotskyi-Lvi"
321,240,"UKR","Ukraine",14,"L'viv",321,"Iavorivs'kyi","Raion","District",NA,"Yavorivskyi"
322,240,"UKR","Ukraine",14,"L'viv",322,"Kamianka-Buz'kyi","Raion","District",NA,"KamyankaBuzkyi"
323,240,"UKR","Ukraine",14,"L'viv",323,"L'vivs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Lviv"
324,240,"UKR","Ukraine",14,"L'viv",324,"Mostys'kyi","Raion","District",NA,"Mostyskyi"
325,240,"UKR","Ukraine",14,"L'viv",325,"Mykola‹vs'kyi","Raion","District",NA,"Mykolayivskyi-Lvi"
326,240,"UKR","Ukraine",14,"L'viv",326,"Peremyshlians'kyi","Raion","District",NA,"Peremyshlyanskyi"
327,240,"UKR","Ukraine",14,"L'viv",327,"Pustomytivs'kyi","Raion","District",NA,"Pustomytivskyi"
328,240,"UKR","Ukraine",14,"L'viv",328,"Radekhivs'kyi","Raion","District",NA,"Radehivskyi"
329,240,"UKR","Ukraine",14,"L'viv",329,"Sambirs'ka","Misto","City",NA,NA
330,240,"UKR","Ukraine",14,"L'viv",330,"Sambirs'kyi","Raion","District",NA,"Sambirskyi"
331,240,"UKR","Ukraine",14,"L'viv",331,"Skolivs'kyi","Raion","District",NA,"Skolevskyi"
332,240,"UKR","Ukraine",14,"L'viv",332,"Sokal's'kyi","Raion","District",NA,"Sokalskyi"
333,240,"UKR","Ukraine",14,"L'viv",333,"Starosambirs'kyi","Raion","District",NA,"Starosambirskyi"
334,240,"UKR","Ukraine",14,"L'viv",334,"Stryis'ka","Misto","City",NA,NA
335,240,"UKR","Ukraine",14,"L'viv",335,"Stryis'kyi","Raion","District",NA,"Stryyskyi"
336,240,"UKR","Ukraine",14,"L'viv",336,"Turkivs'kyi","Raion","District",NA,"Turkskyi-Lvi"
337,240,"UKR","Ukraine",14,"L'viv",337,"Zhovkivs'kyi","Raion","District",NA,"Zhovkvovskyi"
338,240,"UKR","Ukraine",14,"L'viv",338,"Zhydachivs'kyi","Raion","District",NA,"Zhydachivskyi"
339,240,"UKR","Ukraine",14,"L'viv",339,"Zolochivs'kyi","Raion","District",NA,"Zolochivskyi"
340,240,"UKR","Ukraine",15,"Luhans'k",340,"Alchevs'ka","Misto","City",NA,"Alchevsk"
341,240,"UKR","Ukraine",15,"Luhans'k",341,"Antratsitivs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Antratsyt"
342,240,"UKR","Ukraine",15,"Luhans'k",342,"Antratsytivs'kyi","Raion","District",NA,"Antratsytovskyi"
343,240,"UKR","Ukraine",15,"Luhans'k",343,"Bilokurakyns'kyi","Raion","District",NA,"Bilokurakinskyi"
344,240,"UKR","Ukraine",15,"Luhans'k",344,"Bilovods'kyi","Raion","District",NA,"Bilovodskyi"
345,240,"UKR","Ukraine",15,"Luhans'k",345,"Briankivs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Brianka"
346,240,"UKR","Ukraine",15,"Luhans'k",346,"Kirovs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Kirovsk"
347,240,"UKR","Ukraine",15,"Luhans'k",347,"Krasnodons'ka","Mis'ka Rada","Mis'ka Rada",NA,"Krasnodons'ka"
348,240,"UKR","Ukraine",15,"Luhans'k",348,"Krasnodons'kyi","Raion","District",NA,"Krasnodonskyi"
349,240,"UKR","Ukraine",15,"Luhans'k",349,"Krasnoluts'ka","Mis'ka Rada","Mis'ka Rada",NA,NA
350,240,"UKR","Ukraine",15,"Luhans'k",350,"Kremins'kyi","Raion","District",NA,"Kreminskyi"
351,240,"UKR","Ukraine",15,"Luhans'k",351,"Luhans'ka","Mis'ka Rada","Mis'ka Rada",NA,"Lugansk"
352,240,"UKR","Ukraine",15,"Luhans'k",352,"Lutuhyns'kyi","Raion","District",NA,"Lutuginskyi"
353,240,"UKR","Ukraine",15,"Luhans'k",353,"Lysychans'ka","Mis'ka Rada","Mis'ka Rada",NA,"Lisychansk"
354,240,"UKR","Ukraine",15,"Luhans'k",354,"Markivs'kyi","Raion","District",NA,"Markivskyi-Lug"
355,240,"UKR","Ukraine",15,"Luhans'k",355,"Milovs'kyi","Raion","District",NA,"Milovskyi"
356,240,"UKR","Ukraine",15,"Luhans'k",356,"n.a. ( 182)",NA,NA,NA,NA
357,240,"UKR","Ukraine",15,"Luhans'k",357,"Novoaidars'kyi","Raion","District",NA,"Novoaydarskyi"
358,240,"UKR","Ukraine",15,"Luhans'k",358,"Novopskovs'kyi","Raion","District",NA,"Novopskovskyi"
359,240,"UKR","Ukraine",15,"Luhans'k",359,"Pereval's'kyi","Raion","District",NA,"Perevalskyi"
360,240,"UKR","Ukraine",15,"Luhans'k",360,"Popasnians'kyi","Raion","District",NA,"Popasnyanskyi"
361,240,"UKR","Ukraine",15,"Luhans'k",361,"Roven'kivs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Rovenki"
362,240,"UKR","Ukraine",15,"Luhans'k",362,"Rubezhans'ka","Misto","City",NA,"Rubizhne"
363,240,"UKR","Ukraine",15,"Luhans'k",363,"Sieverodonets'ka","Mis'ka Rada","Mis'ka Rada",NA,"Severodonetsk"
364,240,"UKR","Ukraine",15,"Luhans'k",364,"Slovianoserbs'kyi","Raion","District",NA,"Slovyanoserbskyi"
365,240,"UKR","Ukraine",15,"Luhans'k",365,"Stakhanivs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Stahanov"
366,240,"UKR","Ukraine",15,"Luhans'k",366,"Stanychno-Luhans'kyi","Raion","District",NA,"StanichnoLugansky"
367,240,"UKR","Ukraine",15,"Luhans'k",367,"Starobil's'kyi","Raion","District",NA,"Starobilskyi"
368,240,"UKR","Ukraine",15,"Luhans'k",368,"Svativs'kyi","Raion","District",NA,"Svatovskyi"
369,240,"UKR","Ukraine",15,"Luhans'k",369,"Sverdlovs'ka","Mis'ka Rada","Mis'ka Rada",NA,"Sverdlovs'ka"
370,240,"UKR","Ukraine",15,"Luhans'k",370,"Sverdlovs'kyi","Raion","District",NA,"Sverdlovskyi-Lug"
371,240,"UKR","Ukraine",15,"Luhans'k",371,"Tro‹ts'kyi","Raion","District",NA,"Troitskyi-Lug"
372,240,"UKR","Ukraine",16,"Mykolayiv",372,"Arbuzyns'kyi","Raion","District",NA,"Arbuzynskyi"
373,240,"UKR","Ukraine",16,"Mykolayiv",373,"Bashtans'kyi","Raion","District",NA,"Bashtanskyi"
374,240,"UKR","Ukraine",16,"Mykolayiv",374,"Berezans'kyi","Raion","District",NA,"Berezanskyi"
375,240,"UKR","Ukraine",16,"Mykolayiv",375,"Bereznehuvats'kyi","Raion","District",NA,"Berezneguvatskyi"
376,240,"UKR","Ukraine",16,"Mykolayiv",376,"Brats'kyi","Raion","District",NA,"Bratskyi-Myk"
377,240,"UKR","Ukraine",16,"Mykolayiv",377,"Domanivs'kyi","Raion","District",NA,"Domanivskyi"
378,240,"UKR","Ukraine",16,"Mykolayiv",378,"Ielanets'kyi","Raion","District",NA,"Yelanetskyi"
379,240,"UKR","Ukraine",16,"Mykolayiv",379,"Kazanetskyi","Raion","District",NA,"Kazankivs'kyi"
380,240,"UKR","Ukraine",16,"Mykolayiv",380,"Kryvoozers'kyi","Raion","District",NA,"Kryvoozerskyi"
381,240,"UKR","Ukraine",16,"Mykolayiv",381,"Mykola‹vs'ka","Misto","City",NA,"Mykolayiv-Myk"
382,240,"UKR","Ukraine",16,"Mykolayiv",382,"Mykola‹vs'kyi","Raion","District",NA,"Mykolayivskyi-Myl"
383,240,"UKR","Ukraine",16,"Mykolayiv",383,"Novobuz'kyi","Raion","District",NA,"Novobuzkyi"
384,240,"UKR","Ukraine",16,"Mykolayiv",384,"Novoodes'kyi","Raion","District",NA,"Novoodeskyi"
385,240,"UKR","Ukraine",16,"Mykolayiv",385,"Ochakivs'kyi","Raion","District",NA,"Ochakivskyi"
386,240,"UKR","Ukraine",16,"Mykolayiv",386,"Pervomais'ka","Misto","City",NA,NA
387,240,"UKR","Ukraine",16,"Mykolayiv",387,"Pervomais'kyi","Raion","District",NA,"Pervomayskyi-Myk"
388,240,"UKR","Ukraine",16,"Mykolayiv",388,"Snihurivs'kyi","Raion","District",NA,"Snigurivskyi"
389,240,"UKR","Ukraine",16,"Mykolayiv",389,"Veselynivs'kyi","Raion","District",NA,"Veselynovskyi"
390,240,"UKR","Ukraine",16,"Mykolayiv",390,"Voznesens'ka","Misto","City",NA,NA
391,240,"UKR","Ukraine",16,"Mykolayiv",391,"Voznesens'kyi","Raion","District",NA,"Voznesenskyi-Myk"
392,240,"UKR","Ukraine",16,"Mykolayiv",392,"Vradi‹vs'kyi","Raion","District",NA,"Vradiyivskyi"
393,240,"UKR","Ukraine",16,"Mykolayiv",393,"Zhovtnevyi","Raion","District",NA,"Zhovtnevyi-Myk"
394,240,"UKR","Ukraine",17,"Odessa",394,"Anan'‹vs'kyi","Raion","District",NA,"Ananyivskyi"
395,240,"UKR","Ukraine",17,"Odessa",395,"Artsyz'kyi","Raion","District",NA,"Artsyzkyi"
396,240,"UKR","Ukraine",17,"Odessa",396,"Balts'kyi","Raion","District",NA,"Baltenskyi"
397,240,"UKR","Ukraine",17,"Odessa",397,"Berezivs'kyi","Raion","District",NA,"Berezivskyi-Ode"
398,240,"UKR","Ukraine",17,"Odessa",398,"Bilhorod-Dnistrovs'ka","Mis'ka Rada","Mis'ka Rada",NA,NA
399,240,"UKR","Ukraine",17,"Odessa",399,"Bilhorod-Dnistrovs'kyi","Raion","District",NA,"Bilgorod Dnistrovs"
400,240,"UKR","Ukraine",17,"Odessa",400,"Bilia‹vs'kyi","Raion","District",NA,"Bilyayivskyi"
401,240,"UKR","Ukraine",17,"Odessa",401,"Bolhrads'kyi","Raion","District",NA,"Bolgradskyi-Ode"
402,240,"UKR","Ukraine",17,"Odessa",402,"Frunzivs'kyi","Raion","District",NA,"Frunzevskyi-Ode"
403,240,"UKR","Ukraine",17,"Odessa",403,"Ivanivs'kyi","Raion","District",NA,"Ivanivskyi-Ode"
404,240,"UKR","Ukraine",17,"Odessa",404,"Izma‹l's'ka","Misto","City",NA,"Izmayilskyi"
405,240,"UKR","Ukraine",17,"Odessa",405,"Kiliis'kyi","Raion","District",NA,"Kiliyskyi"
406,240,"UKR","Ukraine",17,"Odessa",406,"Kodyms'kyi","Raion","District",NA,"Kodymskyi"
407,240,"UKR","Ukraine",17,"Odessa",407,"Kominternivs'kyi","Raion","District",NA,"Kominternivskyi"
408,240,"UKR","Ukraine",17,"Odessa",408,"Kotovs'ka","Misto","City",NA,NA
409,240,"UKR","Ukraine",17,"Odessa",409,"Kotovs'kyi","Raion","District",NA,"Kotovskyi-Ode"
410,240,"UKR","Ukraine",17,"Odessa",410,"Krasnooknians'kyi","Raion","District",NA,"Krasnooknyanskyi"
411,240,"UKR","Ukraine",17,"Odessa",411,"Liubashivs'kyi","Raion","District",NA,"Lyubashivskyi"
412,240,"UKR","Ukraine",17,"Odessa",412,"Mykola‹vs'kyi","Raion","District",NA,"Mykolayivskyi-Ode"
413,240,"UKR","Ukraine",17,"Odessa",413,"Odes'ka","Misto","City",NA,"Odesa"
414,240,"UKR","Ukraine",17,"Odessa",414,"Ovidiopol's'kyi","Raion","District",NA,"Ovidiopolskyi"
415,240,"UKR","Ukraine",17,"Odessa",415,"Reniis'kyi","Raion","District",NA,"Reniyskyi"
416,240,"UKR","Ukraine",17,"Odessa",416,"Rozdil'nias'kyi","Raion","District",NA,"Rozdilnenskyi"
417,240,"UKR","Ukraine",17,"Odessa",417,"Sarats'kyi","Raion","District",NA,"Saratskyi"
418,240,"UKR","Ukraine",17,"Odessa",418,"Savrans'kyi","Raion","District",NA,"Savranskyi"
419,240,"UKR","Ukraine",17,"Odessa",419,"Shyria‹vs'kyi","Raion","District",NA,"Shyrayevskyi"
